Monitor_ID,Latitude,Longitude,State,Location_type,Observed_NO2_ppb,Predicted_NO2_ppb,WRF+DOMINO,800m_Impervious_%,Elevation_truncated_km,800m_MajorRoads_km,100m_MinorRoads_km,Distance_to_coast_km
47-107-0101-42602-1,35.29733,-84.75076,Tennessee,Suburban,12.39462352,8.279883184,2.653177023,16.2428,0.213,2.5852,0.02211,575.5
47-163-0007-42602-1,36.534804,-82.517078,Tennessee,Suburban,11.6822443,14.55100398,6.423261166,44.866,0.304,1.27326,0.19516,557.9
48-029-0046-42602-1,29.426944,-98.486389,Texas,Urban And Center City,14.75888681,17.93216203,6.006131172,86.6537,0.202,0,0.63734,220.8
48-029-0052-42602-1,29.632089,-98.564939,Texas,Rural,4.181785967,8.299112027,2.798532963,5.2458,0.304,1.00446,0,242.1
48-029-0059-42602-1,29.275387,-98.311666,Texas,Suburban,4.649578652,7.155362199,2.079445601,4.1207,0.144,2.24168,0.28703,193.3
48-039-1004-42602-1,29.520427,-95.392522,Texas,Urban And Center City,7.062056509,7.429266927,5.982572556,5.9951,0.019,0,0,35.4
48-039-1016-42602-1,29.04376,-95.472955,Texas,Suburban,3.661819078,6.17127708,3.333222866,11.6078,0.004,1.02925,0,14.6
48-113-0069-42602-2,32.819952,-96.860082,Texas,Urban And Center City,15.74231164,15.32440213,8.897623062,61.7775,0.127,0,0.1182,455.8
48-113-0075-42602-1,32.919197,-96.808495,Texas,Urban And Center City,10.4608614,15.48125024,8.33749485,54.2427,0.196,2.57101,0,465
48-113-0087-42602-1,32.6766,-96.8716,Texas,Suburban,11.24905981,12.26874308,6.725470066,29.1171,0.198,2.69205,0,439.6
48-121-0034-42602-1,33.19447,-97.19357,Texas,Rural,9.077573055,7.435915954,3.882866383,2.3266,0.184,0,0.19785,517.1
48-139-0015-42602-2,32.436944,-97.025,Texas,Suburban,5.559104302,8.518056055,4.054890156,2.4461,0.259,0,0.19995,421.3
48-139-0016-42602-1,32.482222,-97.026944,Texas,Suburban,9.994480329,8.649251644,4.356372356,7.5113,0.198,0.54308,0.19991,426.6
48-141-0037-42602-1,31.768281,-106.501253,Texas,Urban And Center City,15.96397677,11.19823445,3.992201567,22.0425,0.304,1.22841,0.36644,669.1
48-141-0044-42602-1,31.765674,-106.455225,Texas,Urban And Center City,18.50853935,15.0798225,4.588748932,41.8785,0.304,7.20447,0.34853,672.4
48-141-0055-42602-1,31.746758,-106.402788,Texas,Urban And Center City,15.74465649,14.20115645,5.196612358,46.2428,0.304,3.13801,0.18921,674
48-141-0057-42602-1,31.662189,-106.303079,Texas,Suburban,13.98802102,10.59509701,1.890290976,33.1746,0.304,1.20164,0.35766,674.1
48-141-0058-42602-1,31.893928,-106.425813,Texas,Urban And Center City,8.818033813,9.30088038,1.693444967,29.2666,0.304,1.87764,0,687
48-167-0014-42602-1,29.263319,-94.856568,Texas,Urban And Center City,4.220068957,8.059435273,3.68374157,31.0272,0.001,0,0.11044,1.1
48-183-0001-42602-1,32.37871,-94.711834,Texas,Rural,6.821798493,7.709956992,3.533216715,15.3521,0.111,0,0.1983,323.6
48-201-0024-42602-1,29.901111,-95.326111,Texas,Suburban,13.76564966,12.74055633,9.618889809,36.1613,0.021,0,0.04073,46.8
48-201-0026-42602-2,29.8025,-95.125556,Texas,Suburban,11.62258141,13.19772108,10.88194752,24.9307,0.01,0,0.25218,21.2
48-201-0029-42602-1,30.039444,-95.673889,Texas,Urban And Center City,6.367239102,7.417981439,4.059020042,4.711,0.054,0,0.4096,89.2
48-201-0047-42602-1,29.834722,-95.489167,Texas,Suburban,16.37371134,15.1923139,8.935102463,48.0361,0.025,3.23753,0.36516,57.7
48-201-0055-42602-1,29.695737,-95.499236,Texas,Urban And Center City,10.88855382,14.53407528,9.242775917,57.2046,0.02,1.32139,0,50.4
48-201-0075-42602-1,29.752778,-95.350278,Texas,Urban And Center City,14.90087388,21.21186714,13.37393761,94.1683,0.013,0.4057,0.31807,39.3
48-201-1015-42602-1,29.764604,-95.077997,Texas,Suburban,13.55022831,11.35171628,10.9142828,6.7978,0.001,0.35799,0.1312,14.1
48-201-1034-42602-1,29.767994,-95.220576,Texas,Urban And Center City,16.07083432,17.50253482,13.20004559,47.5565,0.008,0,0.51367,27.8
48-201-1035-42602-1,29.733713,-95.257591,Texas,Suburban,13.3699588,19.85720084,14.35112476,57.0201,0.009,2.59317,0.48623,29.5
48-201-1039-42602-1,29.670046,-95.128485,Texas,Suburban,8.649209012,14.96517956,10.9824934,45.7087,0.01,0.65701,0.15167,13.4
48-201-1050-42602-1,29.583032,-95.015535,Texas,Suburban,5.845893311,8.887115221,6.231332302,13.9418,0.004,0,0.25813,1.7
48-203-0002-42602-1,32.669004,-94.167449,Texas,Rural,4.342621015,5.165912533,0.794733763,0,0.089,1.77052,0.36473,349.1
48-231-1006-42602-1,33.153115,-96.115518,Texas,Suburban,5.804219708,8.505337639,1.35811615,22.2673,0.162,1.59716,0.51069,463.1
48-245-0009-42602-1,30.036446,-94.071073,Texas,Suburban,8.712805329,12.89551614,6.906899452,39.1576,0.006,2.49125,0.47763,23.8
48-245-0022-42602-1,29.863961,-94.317781,Texas,Suburban,4.763636364,5.431112708,2.04345274,10.7558,0.004,0,0.211,33.9
48-257-0005-42602-1,32.564969,-96.31766,Texas,Suburban,4.186874702,5.690915271,1.520825624,6.686,0.128,2.06491,0,400
48-339-0078-42602-1,30.350317,-95.425134,Texas,Urban And Center City,6.554274962,8.231402734,2.631240368,31.7553,0.075,0,0.16668,97.6
48-361-1001-42602-1,30.08526,-93.761345,Texas,Urban And Center City,7.762234243,7.812131997,3.343643188,28.0881,0.003,0,0.19433,10.8
48-423-0007-42602-1,32.343988,-95.415765,Texas,Rural,4.159892548,5.694125338,1.175652981,6.7608,0.154,0,0.18214,339.2
48-439-1002-42602-1,32.80582,-97.35657,Texas,Urban And Center City,14.07434334,14.34074242,5.840684891,49.2336,0.184,4.27645,0.25398,481.8
48-439-3009-42602-1,32.98425,-97.06367,Texas,Urban And Center City,9.457459345,10.76593033,6.250785351,6.1507,0.175,2.99893,0.3577,485.5
48-439-3011-42602-1,32.65638,-97.08858,Texas,Suburban,10.37062268,11.72027947,6.014732361,27.4645,0.179,3.28852,0.05133,449.8
48-453-0020-42602-1,30.483175,-97.87231,Texas,Rural,3.53359064,7.430126431,1.715549946,1.1599,0.304,0,0.20778,261.9
49-005-0004-42602-1,41.731111,-111.8375,Utah,Urban And Center City,13.1986631,9.781861581,0.178264737,41.6059,0.304,2.29443,0.38052,1275.7
49-011-0004-42602-1,40.902967,-111.884467,Utah,Suburban,18.00365739,12.55110237,5.374241352,42.2342,0.304,1.0363,0.1273,1212.1
49-035-0003-42602-1,40.646667,-111.849722,Utah,Suburban,20.36177933,16.81454273,9.842293739,52.6417,0.304,2.57802,0.00719,1184.9
49-035-3006-42602-1,40.736389,-111.872222,Utah,Suburban,21.97085568,18.35051632,9.151265144,70.7879,0.304,1.58281,0.29046,1193.7
49-049-0002-42602-1,40.253611,-111.663056,Utah,Urban And Center City,20.30118855,13.06228735,3.542649746,59.1685,0.304,3.27001,0,1154
49-057-0002-42602-1,41.206389,-111.974722,Utah,Urban And Center City,21.0096949,12.95422955,3.039849997,53.2674,0.304,3.96065,0.22517,1231.2
50-007-0014-42602-1,44.4762,-73.2106,Vermont,Urban And Center City,10.96511941,9.191151111,0.553090632,50.1138,0.068,5.09904,0.06148,343
50-021-0002-42602-1,43.608056,-72.982778,Vermont,Urban And Center City,10.09579001,9.965439417,0.541231096,48.0387,0.174,2.84496,0.19432,261.2
51-013-0020-42602-1,38.8575,-77.059167,Virginia,Urban And Center City,17.69807692,17.37410956,10.99103069,60.7376,0.027,0.35651,0.52304,33.8
51-036-0002-42602-1,37.343294,-77.260034,Virginia,Suburban,9.799291199,8.047178587,6.094297886,4.3199,0.03,0,0.19902,38.7
51-059-0005-42602-1,38.893889,-77.465278,Virginia,Rural,7.480481189,9.080589611,5.875231743,18.9768,0.076,0,0,43.4
51-059-1005-42602-1,38.837517,-77.163231,Virginia,Suburban,14.79273154,14.29291706,9.649199486,35.1463,0.106,1.88847,0.0682,26.8
51-059-5001-42602-1,38.931944,-77.198889,Virginia,Suburban,14.45075359,14.85167211,9.074095726,39.213,0.106,3.79,0.09062,39.9
51-107-1005-42602-1,39.024444,-77.49,Virginia,Suburban,13.39421651,9.189677116,5.60478878,15.0815,0.088,1.10433,0.06605,60.4
51-153-0009-42602-1,38.855278,-77.635556,Virginia,Suburban,6.871654004,7.666554503,4.348576546,4.7901,0.115,1.55569,0,53.6
51-161-1004-42602-1,37.285556,-79.884167,Virginia,Suburban,12.37872291,9.735160713,2.981906652,24.1077,0.304,0,0.03454,324.3
51-165-0003-42602-1,38.47732,-78.81904,Virginia,Suburban,11.72514459,9.30238912,1.885135412,20.91,0.304,1.50667,0.03037,166.3
51-510-0009-42602-3,38.810833,-77.044722,Virginia,Urban And Center City,19.64145213,17.8536712,10.63144684,64.1178,0.001,4.03537,0.38662,29
51-760-0024-42602-1,37.562778,-77.465278,Virginia,Urban And Center City,16.32677983,14.75721708,6.37730217,74.0646,0.061,2.70792,0,73.6
53-057-0018-42602-1,48.460101,-122.51911,Washington,Suburban,6.488699557,5.091051342,2.297117472,4.8909,0.001,1.86825,0,0.8
55-079-0026-42602-1,43.061111,-87.9125,Wisconsin,Urban And Center City,14.85224892,14.76962458,6.613081455,73.1516,0.213,0,0.19093,1353.1
56-005-0123-42602-1,44.672055,-105.290289,Wyoming,Rural,1.837198068,2.829122578,-1.035442233,0,0.304,0,0,1934.5
56-005-0456-42602-1,44.146964,-105.529994,Wyoming,Rural,3.080214659,2.924486509,-0.911304653,0,0.304,0,0,1929.3
56-005-0892-42602-1,44.098889,-105.342778,Wyoming,Rural,7.64514661,3.205602445,-0.63829577,1.2893,0.304,0,0,1951.1
56-035-0098-42602-1,42.429353,-109.695747,Wyoming,Rural,11.24793586,3.37831121,-1.136800051,1.8889,0.304,0,0,1535.9
56-035-0099-42602-1,42.720594,-109.752875,Wyoming,Rural,2.267546421,3.1265213,-1.47872436,2,0.304,0,0,1549
56-035-0100-42602-1,42.792631,-110.055814,Wyoming,Rural,0.309109997,3.026819404,-1.717593551,0,0.304,0.6999,0,1523.2
56-037-0200-42602-1,41.677953,-108.067687,Wyoming,Rural,6.677377334,3.631615323,-0.561111093,0,0.304,0,0,1536
